AppID,Name,Release date,Estimated owners,Price,Supported languages,Metacritic score,User score,Positive,Negative,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Steam score,Lower,Upper,Earnings Range
989690,Conan Unconquered,"May 29, 2019",100000 - 200000,7.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",62,0,1116,500,987,100,105,Petroglyph,Funcom,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy,69,100000,200000,"(799000.0, 1598000.0)"
207930,Sacred Citadel,"Apr 16, 2013",500000 - 1000000,9.99,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Japanese', 'Portuguese - Brazil', 'Polish']",61,0,748,340,544,52,44,Southend,THQ Nordic,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Remote Play on TV,Remote Play Together",Action,69,500000,1000000,"(4995000.0, 9990000.0)"
338390,The Technomancer,"Jun 28, 2016",100000 - 200000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish']",56,0,1694,749,1836,41,57,Spiders,Focus Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,RPG",69,100000,200000,"(999000.0, 1998000.0)"
523650,Lust for Darkness,"Jun 12, 2018",100000 - 200000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Turkish']",50,0,2354,1050,3316,113,126,Movie Games Lunarium,"Movie Games S.A.,PlayWay S.A.","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",69,100000,200000,"(1499000.0, 2998000.0)"
427270,Orcs Must Die! Unchained,"Apr 19, 2017",1000000 - 2000000,0.0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian']",87,0,4196,1939,156,469,89,Robot Entertainment,Robot Entertainment,"Single-player,Multi-player,Co-op,Steam Achievements,In-App Purchases,Partial Controller Support","Action,Free to Play,Strategy",68,1000000,2000000,"(0.0, 0.0)"
1097840,Gears 5,"Sep 9, 2019",500000 - 1000000,39.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",82,0,13092,6065,15498,1132,743,The Coalition,Xbox Game Studios,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support,Steam Cloud,Includes level editor","Action,Adventure",68,500000,1000000,"(19995000.0, 39990000.0)"
273350,Evolve Stage 2,"Feb 10, 2015",5000000 - 10000000,0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Simplified Chinese']",77,0,31246,14787,9088,575,130,Turtle Rock Studios,2K,"Single-player,Multi-player,Co-op,Full controller support,Steam Trading Cards,Valve Anti-Cheat enabled","Action,Free to Play",68,5000000,10000000,"(0.0, 0.0)"
290790,Grey Goo,"Jan 23, 2015",200000 - 500000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Polish']",77,0,2772,1281,2433,540,364,"Petroglyph,Six Foot","Six Foot,Grey Box","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Stats,Steam Leaderboards,Includes level editor",Strategy,68,200000,500000,"(5998000.0, 14995000.0)"
363680,Battlefleet Gothic: Armada,"Apr 21, 2016",200000 - 500000,2.99,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Polish']",77,0,3665,1692,4513,1008,621,Tindalos Interactive,Focus Entertainment,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled",Strategy,68,200000,500000,"(598000.0, 1495000.0)"
22340,Call of Cthulhu®: Dark Corners of the Earth,"Jun 16, 2009",200000 - 500000,4.99,['English'],76,0,1844,850,2298,379,738,Headfirst Productions,Bethesda Softworks,Single-player,,68,200000,500000,"(998000.0, 2495000.0)"
304390,FOR HONOR™,"Feb 13, 2017",2000000 - 5000000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Czech']",76,0,80877,37476,70555,2585,594,"Ubisoft Montreal,Ubisoft Quebec,Ubisoft Toronto,Blue Byte",Ubisoft,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support",Action,68,2000000,5000000,"(29980000.0, 74950000.0)"
232050,Eador. Masters of the Broken World,"Apr 19, 2013",1000000 - 2000000,19.99,"['English', 'Russian', 'German', 'Polish', 'Spanish - Spain', 'Italian', 'French']",74,0,1739,805,1500,292,273,Snowbird Games,Snowbird Games,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together","Indie,RPG,Strategy",68,1000000,2000000,"(19990000.0, 39980000.0)"
976590,Bus Simulator 21,"Sep 7, 2021",100000 - 200000,34.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'Traditional Chinese', 'Turkish', 'Simplified Chinese']",73,0,1785,836,1771,1961,2019,stillalive studios,astragon Entertainment,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Simulation,68,100000,200000,"(3499000.0, 6998000.0)"
246700,Strike Vector,"Jan 28, 2014",100000 - 200000,0.0,['English'],73,0,1517,726,1582,272,520,Ragequit Corporation,Ragequit Corporation,"Single-player,Multi-player,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Commentary available","Action,Indie",68,100000,200000,"(0.0, 0.0)"
1063730,New World,"Sep 28, 2021",50000000 - 100000000,39.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Spanish - Latin America']",70,0,154914,73900,196597,7432,3093,Amazon Games,Amazon Games,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,In-App Purchases","Action,Adventure,Massively Multiplayer,RPG",68,50000000,100000000,"(1999500000.0, 3999000000.0)"
712190,Genesis Alpha One Deluxe Edition,"Feb 25, 2020",100000 - 200000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese']",67,0,1347,620,1155,36,55,Radiation Blue,Team17 Digital Ltd,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Action,Adventure,Indie,RPG,Simulation",68,100000,200000,"(2999000.0, 5998000.0)"
7860,NecroVision,"May 20, 2009",100000 - 200000,4.99,"['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Russian', 'Hungarian']",63,0,865,406,882,141,193,The Farm 51,Fulqrum Publishing,"Single-player,Multi-player,Steam Cloud",Action,68,100000,200000,"(499000.0, 998000.0)"
291480,Warface,"Jul 1, 2014",10000000 - 20000000,0.0,"['English', 'French', 'German', 'Polish', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil', 'Korean', 'Russian', 'Turkish']",62,0,52847,25146,951,1501,116,MY.GAMES,MY.GAMES,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases","Action,Adventure,Free to Play,Massively Multiplayer,RPG,Simulation,Strategy",68,10000000,20000000,"(0.0, 0.0)"
243930,Bound By Flame,"May 8, 2014",200000 - 500000,6.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Polish', 'Russian', 'Traditional Chinese', 'Korean']",56,0,2293,1083,2511,2396,562,Spiders,Focus Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG",68,200000,500000,"(1398000.0, 3495000.0)"
326670,Warhammer Quest,"Jan 7, 2015",100000 - 200000,14.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",55,0,721,334,794,350,352,"Rodeo Games,Twistplay",Chilled Mouse,"Single-player,Steam Achievements,Steam Trading Cards,Stats","RPG,Strategy",68,100000,200000,"(1499000.0, 2998000.0)"
57900,Duke Nukem Forever,"Jun 13, 2011",1000000 - 2000000,3.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",54,0,6212,2935,4895,411,304,Gearbox Software,2K,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",Action,68,1000000,2000000,"(3990000.0, 7980000.0)"
217920,Alien Rage - Unlimited,"Sep 24, 2013",500000 - 1000000,19.99,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese']",52,0,2148,1016,1194,65,52,CI Games,CI Games,"Single-player,Multi-player,Steam Achievements,Steam Leaderboards",Action,68,500000,1000000,"(9995000.0, 19990000.0)"
47920,Shift 2 Unleashed,"Mar 29, 2011",100000 - 200000,0.0,"['English', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish - Spain']",84,0,1616,788,2172,586,411,Slightly Mad Studios,Electronic Arts,"Single-player,Multi-player,Partial Controller Support",Racing,67,100000,200000,"(0.0, 0.0)"
779290,Stygian: Reign of the Old Ones,"Sep 26, 2019",100000 - 200000,19.99,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Turkish']",81,0,1397,676,1544,371,231,Cultic Games,Fulqrum Publishing,"Single-player,Steam Achievements,Steam Trading Cards","Indie,RPG",67,100000,200000,"(1998999.9999999998, 3997999.9999999995)"
215280,Secret World Legends,"Jul 31, 2017",1000000 - 2000000,0.0,"['English', 'French', 'German']",76,0,5655,2794,4312,1074,320,Funcom,Funcom,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards","Action,Adventure,Free to Play,Massively Multiplayer,RPG",67,1000000,2000000,"(0.0, 0.0)"
12830,Operation Flashpoint: Dragon Rising,"Oct 6, 2009",500000 - 1000000,9.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",76,0,1448,701,1383,151,74,Codemasters,"Codemasters,Electronic Arts","Single-player,Partial Controller Support",Action,67,500000,1000000,"(4995000.0, 9990000.0)"
6880,Just Cause,"Mar 15, 2007",1000000 - 2000000,6.99,['English'],75,0,2789,1391,3537,166,73,Avalanche Studios,Square Enix,Single-player,Action,67,1000000,2000000,"(6990000.0, 13980000.0)"
1101190,Dungeon Defenders: Awakened,"May 28, 2020",100000 - 200000,29.99,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese', 'Russian', 'Simplified Chinese']",74,0,2637,1327,2638,101,122,Chromatic Games,Chromatic Games,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Indie,RPG,Strategy",67,100000,200000,"(2999000.0, 5998000.0)"
212630,Tom Clancy's Ghost Recon: Future Soldier™,"Jun 26, 2012",200000 - 500000,19.99,"['English', 'Danish', 'Dutch', 'French', 'German', 'Italian', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Spanish - Spain', 'Swedish']",71,0,3045,1478,3885,329,206,"Ubisoft Paris,Red Storm Entertainment",Ubisoft,"Single-player,Multi-player,Co-op",Action,67,200000,500000,"(3997999.9999999995, 9995000.0)"
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,"Mar 30, 2015",500000 - 1000000,0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Traditional Chinese']",69,0,5921,2948,3836,224,32,"Team NINJA,KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player,Multi-player,Steam Achievements,Partial Controller Support",Action,67,500000,1000000,"(0.0, 0.0)"
215670,Home,"Aug 31, 2012",50000 - 100000,4.99,['English'],69,0,1125,552,1083,92,79,BancyCo,BancyCo,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Adventure,Indie",67,50000,100000,"(249500.0, 499000.0)"
217140,Rise of the Triad,"Jul 31, 2013",100000 - 200000,14.99,['English'],67,0,1562,784,1736,295,308,Interceptor Entertainment,Apogee Entertainment,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor,Includes Source SDK",Action,67,100000,200000,"(1499000.0, 2998000.0)"
597820,BIOMUTANT,"May 25, 2021",200000 - 500000,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Arabic']",66,0,11047,5360,11055,1015,835,Experiment 101,THQ Nordic,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Action,RPG",67,200000,500000,"(11998000.0, 29995000.0)"
214250,I Am Alive,"Sep 6, 2012",200000 - 500000,14.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",66,0,1634,800,2188,143,175,Ubisoft  Shanghaï,Ubisoft,"Single-player,Partial Controller Support","Action,Adventure",67,200000,500000,"(2998000.0, 7495000.0)"
381990,Dragon Saga,"Dec 22, 2015",200000 - 500000,0.0,['English'],65,0,810,402,0,217,78,Gravity Interactive,Gravity Interactive,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Adventure,Casual,Free to Play,Massively Multiplayer,Racing,RPG",67,200000,500000,"(0.0, 0.0)"
343710,Kholat,"Jun 9, 2015",2000000 - 5000000,3.99,"['English', 'French', 'German', 'Polish', 'Russian', 'Spanish - Spain', 'Czech', 'Hungarian', 'Portuguese', 'Italian', 'Turkish', 'Japanese', 'Simplified Chinese', 'Korean']",64,0,4143,2003,1774,1090,303,IMGN.PRO,IMGN.PRO,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",67,2000000,5000000,"(7980000.0, 19950000.0)"
45750,Lost Planet® 2,"Oct 15, 2010",200000 - 500000,0.0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian']",63,0,1640,794,2021,593,427,"CAPCOM CO., LTD.",Capcom,"Single-player,Multi-player,Co-op,Partial Controller Support","Action,Adventure",67,200000,500000,"(0.0, 0.0)"
939100,Darksburg,"Sep 23, 2020",100000 - 200000,14.99,"['English', 'French', 'German', 'Simplified Chinese']",61,0,1511,750,1489,233,221,Shiro Games,Shiro Unlimited,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud","Action,Indie",67,100000,200000,"(1499000.0, 2998000.0)"
395570,We Are The Dwarves,"Feb 25, 2016",100000 - 200000,9.99,"['English', 'Russian', 'Ukrainian', 'French', 'Simplified Chinese', 'German', 'Spanish - Spain', 'Czech', 'Portuguese']",60,0,703,353,642,153,181,Whale Rock Games,Whale Rock Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards,Commentary available","Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Strategy",67,100000,200000,"(999000.0, 1998000.0)"
356050,Beyond Eyes,"Aug 11, 2015",100000 - 200000,0.0,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Russian']",60,0,1031,500,767,207,207,"Tiger and Squid,Team17 Digital Ltd",Team17 Digital Ltd,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Remote Play on TV","Adventure,Indie",67,100000,200000,"(0.0, 0.0)"
247660,Deadly Premonition: The Director's Cut,"Oct 29, 2013",200000 - 500000,24.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",59,0,2498,1215,2367,349,351,Rising Star Games,Rising Star Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure",67,200000,500000,"(4998000.0, 12495000.0)"
22310,Rogue Warrior,"Dec 1, 2009",100000 - 200000,4.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",29,0,782,388,822,8,8,Rebellion,Bethesda Softworks,"Single-player,Multi-player,Steam Achievements,Steam Cloud,Steam Leaderboards",Action,67,100000,200000,"(499000.0, 998000.0)"
33460,From Dust,"Aug 17, 2011",200000 - 500000,14.99,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",76,0,1712,864,2409,154,108,Ubisoft Montpellier,Ubisoft,Single-player,"Adventure,Simulation",66,200000,500000,"(2998000.0, 7495000.0)"
296070,MIND: Path to Thalamus Enhanced Edition,"Aug 5, 2014",100000 - 200000,11.99,"['English', 'Spanish - Spain', 'German', 'French', 'Italian', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese', 'Norwegian']",75,0,902,461,813,149,185,"Pantumaca Barcelona,@CarlosGameDev,Dani Navarro,Luka Nieto",Talking About Media,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,VR Support,Steam Cloud","Adventure,Indie,Strategy",66,100000,200000,"(1199000.0, 2398000.0)"
314830,Blackguards 2,"Jan 20, 2015",100000 - 200000,0.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Polish', 'Turkish']",74,0,694,350,731,190,224,Daedalic Entertainment,Daedalic Entertainment,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG,Strategy",66,100000,200000,"(99000.0, 198000.0)"
289690,LARA CROFT AND THE TEMPLE OF OSIRIS™,"Dec 8, 2014",200000 - 500000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian']",73,0,2419,1233,999,150,65,Crystal Dynamics,Square Enix,"Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on TV,Remote Play Together","Action,Adventure",66,200000,500000,"(3997999.9999999995, 9995000.0)"
225600,Blade Symphony,"May 7, 2014",100000 - 200000,0.0,"['English', 'Japanese', 'Russian', 'German', 'Spanish - Spain', 'Dutch', 'Hungarian', 'Portuguese', 'French', 'Korean', 'Portuguese - Brazil', 'Italian', 'Czech', 'Danish', 'Norwegian', 'Polish', 'Romanian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",72,0,3112,1617,2932,226,70,Puny Human,Puny Human,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Partial Controller Support,Steam Cloud,Stats,Includes level editor,Includes Source SDK,Remote Play Together","Action,Indie",66,100000,200000,"(0.0, 0.0)"
238750,Might & Magic X - Legacy,"Jan 23, 2014",200000 - 500000,29.99,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Russian', 'Polish', 'Hungarian', 'Czech', 'Portuguese - Brazil', 'Romanian', 'Japanese', 'Simplified Chinese', 'Korean']",70,0,1949,1016,2743,1091,1700,Ubisoft,Ubisoft,Single-player,RPG,66,200000,500000,"(5998000.0, 14995000.0)"
381640,Allods Online RU,"Jan 26, 2016",200000 - 500000,0.0,['Russian'],69,0,966,505,0,194,236,IT Territory,MY.GAMES,"Multi-player,MMO,Steam Trading Cards,In-App Purchases","Action,Free to Play,Massively Multiplayer,RPG",66,200000,500000,"(0.0, 0.0)"
290080,Life is Feudal: Your Own,"Nov 17, 2015",200000 - 500000,19.99,"['English', 'French', 'German', 'Portuguese - Brazil', 'Russian', 'Italian', 'Polish', 'Czech', 'Hungarian', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",63,0,7553,3883,8368,1692,436,Bitbox Ltd.,Bitbox Ltd.,"Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Stats","Action,Indie,RPG,Simulation",66,200000,500000,"(3997999.9999999995, 9995000.0)"
310950,Street Fighter V,"Feb 15, 2016",2000000 - 5000000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']",89,0,24733,13341,23354,2735,367,Capcom,Capcom,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Action,65,2000000,5000000,"(39980000.0, 99949999.99999999)"
47410,Stronghold Kingdoms,"Feb 27, 2012",1000000 - 2000000,0.0,"['English', 'French', 'German', 'Italian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain', 'Turkish', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",75,0,5621,3062,226,1179,63,FireFly Studios,FireFly Studios,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards","Free to Play,Massively Multiplayer,Strategy",65,1000000,2000000,"(0.0, 0.0)"
385730,WWE 2K16,"Mar 10, 2016",200000 - 500000,0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic']",74,0,1825,1001,1752,1625,2678,"Visual Concepts,Yuke's Co., LTD",2K,"Single-player,Multi-player,Co-op,Shared/Split Screen,Full controller support,Remote Play on TV,Remote Play Together","Simulation,Sports",65,200000,500000,"(0.0, 0.0)"
374030,Virginia,"Sep 22, 2016",100000 - 200000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Japanese', 'Korean', 'Norwegian', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish']",74,0,1974,1056,2419,154,132,Variable State,505 Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Remote Play on TV","Adventure,Casual,Indie",65,100000,200000,"(999000.0, 1998000.0)"
318020,Act of Aggression - Reboot Edition,"Sep 2, 2015",100000 - 200000,29.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Japanese']",71,0,1873,1014,2198,304,178,Eugen Systems,Eugen Systems,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Strategy",65,100000,200000,"(2999000.0, 5998000.0)"
808290,Runes of Magic,"Aug 29, 2018",200000 - 500000,0.0,"['English', 'French', 'German', 'Spanish - Spain', 'Polish']",71,0,694,366,0,70,26,Runewaker Entertainment,Gameforge 4D GmbH‬,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Action,Adventure,Free to Play,Massively Multiplayer,RPG",65,200000,500000,"(0.0, 0.0)"
760650,Hammerting,"Nov 16, 2021",100000 - 200000,9.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Japanese', 'Polish', 'Portuguese - Brazil']",64,0,1328,705,1358,436,546,Warpzone Studios,Team17 Digital,"Single-player,Multi-player,Co-op,Online Co-op,Steam Trading Cards","Adventure,Indie,RPG,Simulation,Strategy",65,100000,200000,"(999000.0, 1998000.0)"
415590,Earthfall,"Jul 12, 2018",50000 - 100000,19.99,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",61,0,1446,768,1495,199,304,Holospark,Holospark,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV",Action,65,50000,100000,"(999499.9999999999, 1998999.9999999998)"
543900,METAL GEAR SURVIVE,"Feb 21, 2018",200000 - 500000,29.99,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Traditional Chinese', 'Spanish - Latin America']",54,0,3123,1656,3129,1415,1359,Konami Digital Entertainment,Konami Digital Entertainment,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Captions available,Steam Cloud,Stats","Action,Adventure,Strategy",65,200000,500000,"(5998000.0, 14995000.0)"
256190,Enemy Front,"Jun 10, 2014",200000 - 500000,19.99,"['English', 'French', 'Italian', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil']",52,0,3119,1675,2869,636,600,CI Games,CI Games,"Single-player,Multi-player,Steam Achievements,Partial Controller Support",Action,65,200000,500000,"(3997999.9999999995, 9995000.0)"
924970,Back 4 Blood,"Oct 12, 2021",1000000 - 2000000,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish']",77,0,24344,13661,29071,1715,794,Turtle Rock Studios,"Warner Bros. Games,Warner Bros. Interactive Entertainment","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Full controller support",Action,64,1000000,2000000,"(59990000.0, 119980000.0)"
1163550,Captain Tsubasa: Rise of New Champions,"Sep 28, 2020",100000 - 200000,59.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Portuguese - Brazil', 'Traditional Chinese', 'Spanish - Latin America']",75,0,2273,1281,2472,477,630,TAMSOFT CORPORATION,BANDAI NAMCO Entertainment,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Commentary available,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","Action,Casual,RPG,Sports",64,100000,200000,"(5999000.0, 11998000.0)"
269730,The Golf Club,"Aug 19, 2014",50000 - 100000,29.99,['English'],70,0,700,393,961,1348,1858,HB Studios,HB Studios,"Single-player,Multi-player,Partial Controller Support,Includes level editor","Simulation,Sports",64,50000,100000,"(1499500.0, 2999000.0)"
8080,Kane and Lynch: Dead Men™,"Dec 13, 2007",500000 - 1000000,0.0,"['English', 'French', 'German', 'Italian', 'Spanish - Spain']",67,0,1954,1122,2420,115,57,IO Interactive,Square Enix,"Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together",Action,64,500000,1000000,"(0.0, 0.0)"
304730,Train Fever,"Sep 4, 2014",200000 - 500000,19.99,"['English', 'German', 'Russian', 'French', 'Hungarian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Dutch', 'Italian', 'Czech', 'Polish', 'Norwegian', 'Spanish - Spain', 'Korean']",67,0,2175,1227,2668,707,708,Urban Games,Good Shepherd Entertainment,"Single-player,Steam Achievements","Casual,Indie,Simulation",64,200000,500000,"(3997999.9999999995, 9995000.0)"
339230,ZOMBI,"Aug 18, 2015",100000 - 200000,19.99,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Portuguese - Brazil', 'Russian']",65,0,1461,829,2164,73,86,Straight Right,Ubisoft,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure",64,100000,200000,"(1998999.9999999998, 3997999.9999999995)"
